residence;age;gender;experience_level;working_culture;working_district;has_office;is_pegged;is_covid;is_health;is_economic_crisis;is_soft_skills;is_paying_structure;is_tools;is_from_company;computer_speed;is_network_speed;net_speed;is_ergonomics;is_training;is_work_pressure;is_distraction;is_tech_skill;salary_rate;technology_rate;temperature_rate;air_rate;light_rate;hydration_rate;workspace_rate;flexibility_rate;duration_rate;net_rate;security_rate;relationship_rate;outing_rate;leisure_rate;certificates_rate;knowledge_share_rate;productivity_rate;avg_loc;avg_story_points;code_fail_rate;extra_time_rate
9;23;2;3;1;8;2;1;1;1;2;1;2;2;1;4;2;4;2;2;2;2;2;4;1;3;3;2;3;3;3;3;3;3;3;3;3;3;3;4;1;1;1;1
5;25;2;4;1;4;2;1;2;2;1;1;1;2;2;5;2;3;2;2;2;2;2;2;2;2;2;5;5;1;2;3;1;2;2;3;3;2;2;3;4;3;5;4
9;25;2;3;1;4;2;1;2;1;2;2;1;2;2;3;2;2;2;2;2;2;2;3;2;3;2;5;5;2;3;3;1;2;3;1;3;1;3;4;4;2;1;3
25;28;1;1;2;19;2;1;1;2;2;2;2;2;2;4;2;4;2;2;2;2;2;1;3;3;3;2;2;4;3;4;2;3;1;4;4;4;4;1;4;2;3;1
19;23;2;3;1;4;2;1;2;1;2;2;2;2;1;3;2;4;2;2;2;1;2;3;2;3;3;2;2;2;2;3;2;2;2;2;2;3;2;3;4;2;3;4
7;26;2;1;2;6;2;1;1;2;1;2;1;2;2;4;2;3;2;1;2;1;2;1;3;3;3;3;3;1;2;2;3;3;2;4;4;1;3;1;4;3;1;3
15;25;2;4;3;6;2;1;2;1;2;2;1;2;2;3;2;3;2;1;2;1;2;3;2;2;2;2;3;2;2;2;3;2;2;3;3;3;3;4;3;1;1;1
17;26;1;3;3;4;2;1;2;1;2;2;2;2;2;1;2;3;2;2;2;1;2;1;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;3;4;3;4;4
9;25;1;3;2;8;2;1;1;1;1;1;1;2;2;4;2;3;1;1;1;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;4;5
5;24;2;3;1;4;2;1;2;1;2;2;2;2;2;5;2;5;2;1;2;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;1;1;1;1
16;25;2;3;1;14;2;1;1;1;2;2;1;2;1;4;2;4;2;2;2;1;2;4;3;2;2;2;2;2;2;2;2;2;3;1;3;4;4;4;1;1;1;1
20;24;1;3;3;4;2;1;2;2;2;2;1;2;2;3;2;3;2;2;2;2;2;3;2;2;2;3;3;3;3;1;3;2;2;3;3;1;1;1;3;1;3;1
5;26;2;2;1;4;2;1;2;2;2;2;2;2;2;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;3;3;1;1;1;3;1;3;1
5;24;2;1;3;4;2;1;1;1;1;2;1;2;2;5;2;5;2;1;2;1;2;3;2;2;2;3;3;5;5;5;5;5;5;3;2;3;3;3;4;3;4;5
4;25;1;3;1;4;2;1;2;1;2;2;2;2;1;4;2;4;2;2;2;1;2;1;2;3;2;5;2;2;2;2;2;2;2;2;5;1;5;1;3;2;1;3
9;28;2;4;2;8;2;1;1;1;2;2;1;2;2;5;2;3;1;1;2;1;2;2;2;5;5;5;5;2;5;5;3;5;5;5;5;3;5;3;4;2;3;4
5;27;2;4;1;4;2;1;1;1;1;1;1;2;2;3;2;3;2;2;2;2;1;3;3;2;2;3;2;2;5;2;3;2;5;3;2;5;2;3;2;5;5;4
1;27;2;4;1;4;2;1;1;1;2;2;1;2;1;4;2;3;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;3;3;4;3;3;2;5;3;5
9;24;2;3;3;4;2;1;2;1;2;2;2;2;2;4;2;3;2;2;2;2;2;3;3;3;3;1;3;1;3;2;4;1;4;1;5;4;4;4;1;1;3;1
9;26;2;3;3;8;2;1;1;1;1;2;1;2;1;4;2;3;1;1;1;1;2;3;2;2;2;2;2;2;5;2;2;2;5;2;2;1;3;1;1;1;3;1
5;22;2;4;1;4;2;1;1;1;2;2;2;2;1;4;2;1;2;2;2;1;2;3;2;2;2;5;5;5;5;5;5;2;5;5;5;3;5;2;2;3;4;5
9;25;1;3;2;8;2;1;2;1;2;2;1;2;1;4;2;2;2;2;2;1;2;3;2;1;3;2;2;2;3;2;1;2;2;3;3;3;2;3;4;3;4;5
10;24;2;3;2;9;2;2;1;2;2;2;1;2;1;4;2;4;1;2;2;1;2;2;2;2;2;2;2;2;5;5;2;2;5;2;3;3;5;3;4;3;5;4
5;26;1;4;2;4;2;2;1;1;1;1;2;2;2;5;2;3;2;2;2;1;2;5;2;2;5;5;5;2;3;3;3;5;5;2;2;2;5;2;2;3;5;4
5;25;2;4;1;4;2;1;1;1;1;1;1;2;1;5;2;4;2;2;2;2;2;3;5;5;5;5;5;5;5;5;5;5;5;2;2;3;5;2;4;3;5;4
8;27;2;3;2;7;2;1;1;2;1;1;1;2;1;4;2;4;2;2;2;1;1;3;2;1;3;2;3;2;2;1;2;3;2;3;4;4;2;4;1;1;1;1
21;25;2;3;2;16;2;2;1;2;2;2;2;2;2;4;2;3;2;2;2;1;2;5;5;5;5;2;2;2;2;2;2;2;2;2;3;2;2;3;4;3;4;3
16;25;2;1;1;4;2;1;1;2;2;2;2;2;2;3;2;3;2;2;2;2;2;3;2;2;2;2;1;2;2;1;1;2;3;2;1;1;3;1;3;2;3;3
14;25;1;4;1;4;2;1;1;1;2;1;1;2;2;4;2;4;2;2;2;2;2;3;5;2;2;2;2;3;2;2;2;2;2;2;2;2;5;2;4;3;5;4
5;28;2;4;2;4;2;1;2;2;2;1;2;2;2;3;2;3;2;2;2;1;2;3;2;3;2;3;2;2;3;1;3;3;2;3;1;2;2;1;3;2;3;3
5;25;1;3;2;4;2;2;2;2;2;2;2;2;2;4;2;4;2;2;2;2;2;3;2;3;3;3;3;3;3;3;3;2;1;1;1;3;3;1;3;2;3;3
7;26;2;3;3;4;2;1;1;1;2;2;1;2;2;2;2;4;2;1;2;2;2;1;1;5;3;5;2;3;3;3;2;2;2;2;1;1;1;1;3;2;1;1
9;26;1;3;2;8;2;2;2;1;2;2;1;1;1;4;2;3;1;1;2;2;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;3;2;3;4;3;4;4
7;25;2;3;2;6;2;2;1;1;2;1;2;2;2;5;2;5;2;2;2;2;2;1;3;3;2;2;2;1;5;5;5;1;5;1;2;4;3;4;1;1;1;1
9;27;1;1;2;8;2;1;1;1;2;1;1;2;1;4;2;3;2;2;2;2;2;3;3;2;2;2;2;2;2;2;3;2;2;1;3;3;3;3;4;3;4;5
11;41;2;5;2;10;2;2;2;2;2;1;2;2;2;5;2;3;2;2;2;1;2;3;2;5;5;5;5;5;5;3;2;3;2;3;1;4;2;4;3;2;3;1
11;25;2;4;1;4;2;2;1;2;1;1;1;2;2;5;2;4;2;2;2;1;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;4;2;5;5
7;30;2;1;2;6;2;1;1;1;2;1;2;2;2;4;2;4;2;2;2;1;2;2;3;2;2;2;2;2;2;2;2;2;3;3;2;3;3;3;4;3;3;4
10;24;2;4;2;9;2;2;2;2;2;1;1;2;2;5;2;3;2;2;2;2;2;5;2;3;2;1;1;1;2;3;1;2;3;3;1;2;2;3;4;3;4;3
14;25;1;3;2;12;2;1;2;1;2;2;2;2;2;5;2;3;2;2;2;2;2;5;5;3;5;5;5;3;5;5;1;2;3;4;2;5;5;3;4;2;3;4
1;29;2;1;2;1;2;1;1;1;1;2;1;2;2;4;2;3;2;2;2;2;2;3;2;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;2;2;4;3
8;26;1;3;2;7;2;1;2;2;1;2;2;2;2;3;2;3;2;2;2;2;2;3;2;3;2;5;2;5;5;5;2;5;5;2;5;3;3;3;2;3;4;3
5;23;1;3;2;4;2;1;2;2;2;2;2;2;2;3;2;4;2;2;2;1;2;3;2;1;2;2;2;3;5;3;2;2;2;2;3;3;2;1;3;2;3;3
16;25;2;1;1;4;2;1;1;2;1;2;1;2;2;4;2;3;2;2;2;1;2;2;2;2;2;3;2;3;3;4;3;2;2;2;1;1;3;1;3;1;3;1
11;26;2;1;2;10;2;1;2;2;2;2;2;2;1;3;2;3;2;2;2;2;2;1;3;3;3;2;3;1;3;2;3;3;2;3;3;2;2;1;3;1;1;3
11;22;2;3;1;4;2;2;1;1;2;1;1;2;2;3;1;3;1;2;1;1;2;3;2;3;2;2;2;5;5;5;2;2;2;2;5;2;5;2;4;3;5;4
5;27;2;1;2;4;2;1;2;2;2;2;2;2;2;4;2;3;2;2;2;2;2;1;3;3;3;3;2;3;3;1;3;3;2;4;4;3;2;4;1;1;1;1
9;25;1;3;1;4;2;2;1;2;1;2;1;2;2;3;2;3;1;2;2;1;1;3;3;1;2;2;2;3;2;2;3;2;4;4;1;2;2;1;1;1;3;1
2;24;2;3;2;2;1;2;1;1;2;2;2;2;2;4;2;4;2;2;2;2;2;3;2;2;2;2;2;2;2;3;2;2;5;3;1;3;2;1;3;1;4;3
7;26;2;3;1;4;2;1;2;1;1;2;2;2;2;2;2;3;2;2;2;2;2;3;2;1;2;1;1;2;2;2;1;3;2;3;3;1;2;3;2;3;5;4
24;26;1;3;2;18;2;1;1;1;1;1;1;2;2;4;2;3;2;2;2;1;2;3;2;2;2;2;2;2;2;2;3;3;2;3;2;2;2;3;4;3;3;4
13;25;2;3;1;8;2;1;1;1;1;2;2;2;1;3;1;4;2;2;1;2;2;2;3;1;3;3;3;1;5;5;3;3;2;1;3;4;4;1;3;1;3;3
7;24;1;3;1;4;2;1;1;2;2;2;2;2;2;3;2;3;2;2;2;2;2;5;5;2;5;2;2;5;5;5;5;5;5;3;5;5;5;3;4;2;4;3
21;26;2;3;2;16;2;2;1;1;2;2;1;2;1;4;2;4;2;2;2;2;1;1;3;2;2;2;2;2;2;1;3;3;1;1;4;1;1;4;1;1;1;1
17;25;1;3;3;4;2;1;1;1;1;2;1;2;2;5;2;4;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;3;5;4
14;27;2;4;3;4;2;1;1;2;2;2;2;2;2;4;2;4;2;2;2;2;2;3;3;2;2;2;2;2;2;3;3;2;5;2;2;3;3;3;2;5;3;3
23;25;2;1;2;17;2;1;1;1;2;2;2;2;1;4;2;3;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3
7;27;2;4;1;4;2;2;1;1;1;1;2;2;2;5;2;3;2;2;1;1;2;2;2;2;2;2;2;2;5;2;3;2;2;3;3;3;3;3;4;3;3;4
7;26;2;1;2;6;2;1;1;1;2;1;2;2;2;4;2;3;1;1;1;1;2;1;3;3;2;2;3;4;2;3;1;3;3;4;4;4;3;4;1;1;1;1
7;26;2;1;2;6;2;2;1;1;1;2;1;1;2;4;2;3;1;1;1;1;2;3;3;2;2;2;2;3;2;2;2;2;2;2;1;1;3;1;3;2;1;3
17;23;1;3;3;4;2;1;1;1;2;2;1;2;1;3;2;3;2;2;2;1;2;4;3;3;3;2;2;2;2;3;2;2;2;2;3;3;2;1;1;1;5;1
9;24;2;3;2;8;2;2;1;1;2;1;1;2;1;5;2;2;2;2;2;1;1;3;2;3;3;3;2;2;2;2;3;3;2;3;3;3;2;3;4;2;3;3
25;24;2;3;2;19;2;1;2;2;2;1;1;2;1;3;2;1;2;2;2;2;2;3;2;3;3;3;3;1;1;2;1;3;1;4;4;1;3;1;1;1;3;3
4;26;2;1;1;4;2;2;1;1;1;1;1;2;2;5;2;5;2;1;2;1;1;2;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;2;4;3;4;5
7;24;2;1;1;4;2;1;1;2;1;2;1;2;2;4;2;3;2;2;2;2;2;3;2;3;3;2;2;3;3;3;2;2;2;3;3;2;2;4;1;1;3;1
5;25;1;4;2;4;2;1;2;2;2;1;1;2;2;4;2;4;2;1;1;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;3;3;2;3;4;2;5;4
10;31;2;1;2;9;2;2;1;1;2;1;1;2;2;5;1;3;1;1;1;1;1;2;5;1;3;3;1;3;2;3;3;2;1;1;1;5;5;1;1;1;1;1
5;23;1;4;3;4;2;1;1;1;2;1;2;2;2;4;2;3;2;2;2;2;2;2;2;2;2;2;2;2;5;3;3;5;5;5;5;1;2;1;1;1;3;3
9;24;2;4;1;8;2;2;1;1;2;1;2;1;1;2;2;3;2;2;2;2;2;1;2;2;2;2;3;3;2;4;3;3;5;1;4;1;2;3;4;1;5;5
6;24;1;4;1;4;2;1;1;1;2;2;2;1;2;4;2;3;1;1;2;1;2;3;1;3;3;2;3;5;4;1;1;2;5;4;4;4;3;2;4;3;2;2
12;30;2;5;2;11;2;1;2;2;2;2;2;2;1;3;2;3;2;2;2;2;2;4;4;4;4;1;4;1;4;4;4;4;4;4;4;4;4;4;1;1;1;1
12;28;2;4;1;4;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1
12;25;2;3;3;6;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1
6;30;2;2;2;5;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1
8;30;2;2;1;4;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1
6;25;2;3;2;5;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1
23;25;2;3;2;17;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;4;4;4;1;4;1;1;1;1;4;4;1;4;1;4;1;4;1;1;1;1
1;28;2;4;1;4;2;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1
21;29;1;1;2;16;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;1;1;1;1;4;4;4;4;1;4;1;4;1;4;4;1;4;1;1;1;1
2;25;2;3;1;4;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;4;1;4;1;4;4;4;4;1;4;4;4;1;4;1;4;4;3;1;1;1
21;25;2;3;2;16;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;4;1;4;4;1;4;1;1;1;4;4;4;1;4;4;1;4;1;1;1;1
21;35;2;5;2;16;2;1;1;1;1;1;1;1;2;5;1;5;1;1;1;1;1;5;2;5;2;2;5;2;5;2;5;2;5;2;5;2;5;5;6;5;2;2
3;32;1;5;1;4;2;1;1;1;1;1;1;1;2;5;1;5;1;1;1;1;1;5;2;5;2;2;5;5;2;2;5;2;2;5;5;5;5;5;6;5;2;2
3;35;2;5;3;4;2;1;1;1;1;1;1;1;2;5;1;5;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;2;2
18;36;2;5;2;15;2;2;1;1;1;1;1;1;2;5;1;5;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;2;2
23;32;2;5;3;6;2;1;1;1;1;1;1;1;2;5;1;5;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;2;2
15;35;2;5;3;4;2;2;1;1;1;1;1;1;2;5;1;5;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;2;2
2;35;2;5;2;2;2;1;1;1;1;1;1;1;2;5;1;5;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;2;2
3;33;2;5;2;3;2;2;1;1;1;1;1;1;2;5;1;5;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;2;2
23;34;1;5;3;4;2;1;1;1;1;1;1;1;2;5;1;5;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;2;2
23;33;2;5;3;4;2;2;1;1;1;1;1;1;2;5;1;5;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;2;2
25;28;1;4;2;19;2;1;2;2;2;2;2;2;2;4;2;4;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;5;5
25;28;1;2;3;4;2;1;1;2;2;1;2;2;2;3;2;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;5;5
10;26;1;4;2;9;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;5;5
19;30;1;2;1;4;1;2;1;2;2;2;2;2;2;4;2;4;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;5;5
16;25;1;3;2;14;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;5;5
25;28;1;2;1;4;2;1;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;5;5
21;25;1;3;1;4;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;5;5
23;35;1;5;3;4;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;5;5
18;25;1;3;2;15;2;1;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;5;5
2;35;1;5;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;5;5
6;30;1;2;2;5;2;1;1;2;2;2;2;2;2;3;2;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;5;5
3;26;1;1;2;3;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;5;5
