residence;age;gender;experience_level;working_culture;working_district;has_office;is_pegged;is_covid_gsd;is_health_gsd;is_economic_crisis_gsd;is_soft_skills_gsd;is_paying_structure_gsd;is_tools_gsd;is_from_company_gsd;computer_speed_gsd;is_network_speed_gsd;net_speed_gsd;is_ergonomics_gsd;is_training_gsd;is_work_pressure_gsd;is_distraction_gsd;is_tech_skill_gsd;is_language_gsd;is_time_gsd;salary_rate;technology_rate;temperature_rate;air_rate;light_rate;hydration_rate;workspace_rate;flexibility_rate;duration_rate;net_rate;is_control_gsd;is_culture_gsd;is_trust_gsd;is_distance_gsd;security_rate;is_knowledge_gsd;relationship_rate;outing_rate;leisure_rate;certificates_rate;knowledge_share_rate;productivity_rate;avg_loc;avg_story_points;code_fail_rate;extra_time_rate
11;25;1;1;1;4;2;2;2;2;1;2;2;2;2;4;2;3;2;2;2;2;2;1;2;2;3;2;5;5;5;2;2;3;1;1;1;2;2;2;2;2;5;5;2;2;3;3;1;4;5
10;38;1;5;1;4;2;2;1;1;1;2;1;2;2;4;2;3;2;2;2;1;2;2;2;5;5;5;5;5;5;5;5;5;5;2;2;2;2;5;2;5;5;5;2;2;2;4;3;5;4
12;27;1;1;1;4;2;2;1;1;2;2;2;2;2;5;2;4;2;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;3;1;2;1;1;2;2;5;5;5;2;2;2;3;2;4;3
9;25;2;4;3;7;1;2;1;2;2;2;1;1;2;3;2;3;1;2;2;1;2;2;1;3;3;3;1;3;3;3;1;3;3;2;1;1;2;3;1;3;3;1;3;3;1;1;1;3;3
18;28;2;1;2;16;2;2;1;1;2;2;2;2;2;5;2;4;2;2;2;2;2;2;1;5;5;1;3;3;3;3;2;2;2;1;1;1;1;2;1;5;5;5;2;5;2;4;2;5;5
7;38;2;5;1;4;2;2;1;1;1;2;2;2;2;4;2;4;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;4;5
14;25;2;4;2;12;2;2;1;1;2;2;2;2;1;4;2;3;2;2;2;1;2;2;2;3;2;5;5;5;5;5;5;2;1;1;1;1;1;2;1;5;2;3;5;5;2;4;3;4;4
4;25;1;3;2;3;2;2;2;1;1;1;2;2;2;4;2;4;1;2;2;2;2;2;2;1;2;2;2;5;2;2;2;5;1;1;1;1;2;3;2;4;4;4;4;4;4;1;1;1;1
4;26;1;4;1;4;2;2;1;1;1;1;1;2;2;4;1;4;1;2;1;1;1;1;2;2;3;2;2;2;2;3;3;5;3;1;2;1;1;2;2;3;4;2;3;2;3;4;2;3;4
5;24;2;1;1;4;2;2;2;1;1;2;2;2;2;5;2;4;2;2;2;1;2;2;2;2;2;3;3;3;3;3;2;2;2;2;2;2;2;2;2;5;2;2;3;2;3;4;2;5;4
7;26;2;1;1;4;2;2;1;2;2;2;2;2;2;5;2;5;2;2;2;2;2;1;2;5;2;2;2;2;2;2;5;5;3;2;1;1;2;2;2;3;2;2;3;3;3;4;3;4;3
7;25;1;4;1;4;2;2;2;1;2;2;2;2;2;4;2;4;2;2;2;1;2;2;2;3;2;2;2;2;2;3;2;2;2;2;1;2;2;2;2;2;3;3;3;3;3;4;3;4;5
4;24;2;4;2;3;2;2;1;1;1;2;1;2;2;5;2;4;1;1;1;1;1;2;1;2;2;3;5;5;5;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;4;3;5;3
7;25;2;4;2;6;2;2;1;1;1;1;2;2;2;1;1;4;2;2;1;1;2;1;1;3;3;5;5;5;5;5;5;5;5;1;2;1;1;3;2;3;3;5;3;3;3;4;3;3;4
7;23;2;4;1;4;2;2;1;1;1;1;1;1;2;5;2;5;2;2;2;1;2;2;2;3;2;2;2;2;3;5;5;5;5;2;2;2;2;2;2;5;5;5;3;2;3;4;3;4;4
7;28;2;2;2;6;1;2;1;1;2;1;2;2;2;4;2;5;2;2;2;1;1;2;2;5;5;2;3;3;3;3;5;5;5;2;2;2;2;3;2;1;4;2;4;1;1;3;1;3;1
5;29;2;5;2;4;1;2;1;2;2;1;1;2;2;5;2;4;2;1;1;1;1;1;1;5;5;5;5;5;5;3;3;3;2;1;1;1;1;3;2;3;3;3;3;3;3;2;5;3;3
5;26;1;4;2;4;2;2;1;2;1;1;1;2;1;5;1;5;1;1;1;2;2;1;1;3;2;5;5;5;5;2;5;5;5;1;1;1;1;2;1;2;3;2;3;2;3;4;2;3;4
5;28;2;1;1;4;2;2;2;1;2;2;2;2;2;4;2;3;2;2;2;1;2;1;1;2;2;3;2;5;5;5;5;5;3;1;2;2;2;2;2;2;5;5;5;5;2;4;2;4;4
23;30;1;5;2;21;2;2;2;1;2;2;2;2;2;4;2;3;2;2;2;1;1;2;2;2;3;3;3;3;3;3;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;3;1;3;3
6;29;1;2;3;4;2;2;2;1;2;2;2;2;2;4;2;5;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;1;2;2;2;2;2;2;2;2;2;1;3;1;1;3;1;3;1
14;26;2;3;2;12;2;2;1;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;2;2;2;4;3;4;5
8;28;2;4;3;4;2;1;2;2;1;1;2;2;2;5;2;5;1;2;2;1;1;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;2;3;3;3;3;3;3;4;2;5;3
6;24;1;3;2;5;2;2;1;1;1;1;1;2;1;4;2;4;2;2;2;1;2;1;1;2;2;5;5;5;5;5;5;5;5;2;1;2;1;5;2;3;4;3;5;5;1;3;1;1;3
7;23;2;4;1;4;2;2;1;1;1;1;2;2;2;3;2;4;2;2;2;2;2;2;1;3;3;2;2;2;2;2;2;3;3;1;1;1;2;2;2;2;2;3;1;1;1;3;2;3;1
4;23;2;3;1;6;2;2;2;1;1;1;2;1;2;5;1;5;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;2;2;2;2;2;3;4;3;4;4
6;26;2;1;2;5;2;1;1;1;2;2;2;2;2;5;2;5;2;2;2;2;2;2;2;2;2;1;2;3;3;3;2;2;2;1;1;1;1;2;2;1;1;1;2;2;4;1;1;1;1
11;27;2;1;2;9;2;2;1;1;2;1;2;2;1;4;2;4;2;2;2;1;2;2;2;2;3;5;5;5;5;2;2;5;3;1;1;2;1;2;2;2;3;2;3;3;3;4;3;4;5
10;25;2;4;2;8;2;1;2;2;2;2;2;2;2;4;2;3;2;1;2;2;2;2;1;3;2;3;5;3;3;4;5;3;1;1;1;1;1;3;2;3;2;2;3;2;3;2;5;4;5
7;29;2;1;2;6;1;1;1;1;2;2;2;1;2;5;2;3;2;2;2;1;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;4;5
22;29;2;2;2;20;2;1;1;1;1;1;1;2;2;5;1;3;1;2;2;2;2;2;1;1;2;3;2;2;2;2;3;2;3;2;1;2;1;5;2;1;1;1;5;2;1;3;2;1;1
4;27;2;4;3;4;2;1;1;1;2;1;1;2;1;3;2;4;1;2;2;1;2;2;1;2;2;2;2;2;2;2;2;3;2;1;1;1;2;2;1;3;3;1;1;1;1;3;2;3;3
5;28;1;2;2;4;1;2;2;1;1;2;2;2;2;5;2;4;2;2;2;2;2;2;2;3;2;2;2;2;3;2;2;3;5;2;2;2;1;2;2;2;3;2;2;2;3;4;3;5;4
7;30;2;2;1;4;2;2;1;2;2;2;2;2;2;4;2;4;2;2;2;2;2;2;1;2;5;3;3;2;2;2;5;5;2;2;2;2;2;2;2;5;3;3;3;2;3;4;2;3;4
4;30;1;2;1;4;2;2;2;2;2;2;2;2;2;5;1;4;2;2;2;2;2;2;2;3;3;3;3;2;2;2;2;1;1;2;2;2;2;2;2;3;3;2;2;2;3;4;3;3;3
7;28;2;1;1;4;2;2;1;1;1;1;2;2;2;5;2;3;2;1;2;1;2;1;1;3;3;3;5;5;5;5;5;5;3;1;1;1;1;5;1;5;2;5;2;2;2;2;5;4;5
10;26;2;4;2;8;1;1;2;1;2;2;2;2;2;4;2;2;2;2;2;2;2;1;2;1;3;3;2;2;2;3;3;1;1;2;1;1;2;3;2;1;3;3;4;4;1;3;2;1;3
4;26;1;1;2;3;2;1;2;2;1;1;1;2;2;4;2;2;2;1;2;2;2;1;1;3;2;2;2;2;5;2;2;2;1;1;2;1;2;2;1;2;1;1;1;3;1;3;2;3;1
11;27;2;2;2;9;2;2;1;1;2;1;2;2;1;5;2;3;2;2;2;2;2;2;2;2;3;5;5;5;5;2;2;5;1;2;2;2;2;2;2;3;3;2;3;3;1;3;2;1;3
9;27;2;1;2;7;2;2;2;1;1;1;2;2;2;4;2;3;2;2;2;2;2;2;2;5;5;5;5;5;5;5;5;5;5;2;2;1;1;5;1;5;5;5;5;5;3;4;3;4;5
6;26;2;1;1;4;2;1;1;2;2;1;2;2;1;4;2;4;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;1;1;2;1;3;2;3;3;3;3;3;3;4;3;4;4
7;27;2;1;1;4;2;2;1;1;1;1;2;2;2;5;2;5;2;2;2;1;1;2;2;2;2;5;2;2;2;2;2;2;5;1;1;1;1;2;2;2;5;2;2;2;2;4;3;5;5
7;28;1;1;2;6;2;1;1;1;1;1;2;2;1;4;2;3;2;2;2;1;2;1;2;3;3;3;3;2;3;3;3;2;2;2;1;1;1;2;1;2;2;3;2;2;2;4;3;5;4
5;25;2;1;3;6;2;2;2;2;2;1;1;1;2;5;2;5;2;2;2;1;1;2;2;5;5;2;1;5;2;2;5;5;2;2;2;2;1;1;2;5;5;5;5;5;2;2;5;5;4
9;27;2;4;1;4;2;2;2;1;2;2;1;2;2;3;2;4;2;2;2;2;2;2;1;2;2;2;2;2;2;3;2;2;3;1;1;1;1;2;2;3;3;2;2;3;3;4;3;4;5
14;30;2;1;2;12;2;2;2;1;1;1;1;1;1;4;2;4;2;2;2;2;1;1;1;2;5;3;2;2;3;2;2;3;2;1;1;1;1;2;1;2;2;3;3;2;3;4;3;3;4
7;27;2;4;1;6;2;1;2;1;2;2;2;2;2;4;2;4;2;2;2;1;2;1;2;3;2;2;2;2;2;3;3;3;3;1;1;1;1;3;1;3;1;1;1;3;1;1;1;3;1
3;25;2;4;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;3;3;3;3;2;3;1;3;2;2;2;2;1;2;3;1;3;3;1;1;1;1;3;1
9;27;2;1;1;4;2;2;1;1;2;1;2;2;2;3;2;4;2;2;2;2;2;2;1;2;2;2;2;3;2;3;5;5;2;2;1;2;1;3;2;2;2;2;3;3;3;2;5;4;3
13;28;2;1;2;11;2;1;2;1;2;1;1;2;2;5;1;4;2;2;2;1;1;1;1;2;3;2;2;2;2;2;2;5;2;1;1;1;1;2;1;5;2;2;5;5;2;4;3;5;5
5;32;2;5;1;4;2;1;1;1;2;1;1;1;1;5;1;5;2;1;1;1;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;3;3;3;3;3;3;4;3;5;4
7;25;2;4;1;4;2;2;1;1;1;1;1;2;2;5;2;5;2;2;2;1;2;1;2;2;2;2;2;5;5;5;5;5;5;2;1;1;2;5;2;5;5;5;3;3;3;4;2;5;4
10;28;2;1;2;8;2;2;2;2;2;1;2;2;2;3;2;2;2;2;2;2;1;2;2;3;3;3;2;2;2;1;4;4;1;2;2;2;2;1;2;2;3;1;4;3;4;1;1;1;1
9;26;2;3;1;7;2;2;2;2;2;2;2;2;1;4;1;5;1;2;2;2;2;1;1;1;2;5;5;5;5;5;5;5;5;1;2;1;1;5;2;5;2;3;1;2;3;4;3;5;5
3;25;2;4;2;2;2;2;1;2;1;2;2;2;2;3;2;3;2;2;2;2;2;2;1;2;3;3;2;2;3;3;1;4;3;2;2;1;2;3;2;2;3;3;1;2;1;1;1;1;3
5;27;2;1;1;4;2;2;2;2;2;2;1;2;2;5;2;4;2;2;2;2;2;2;2;2;2;5;5;3;2;5;5;2;2;2;2;2;2;2;2;2;5;2;2;2;3;4;2;5;5
13;26;2;3;1;4;2;2;1;2;2;1;1;2;2;4;2;4;2;1;2;1;2;2;1;3;3;2;2;2;3;2;2;3;3;1;1;1;1;2;2;2;2;3;3;2;3;2;5;4;4
20;26;2;4;2;18;2;2;1;2;2;2;2;2;2;4;2;4;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;3;2;2;2;3;4;1;4;3
9;25;2;3;3;4;2;2;2;2;2;1;2;2;1;3;2;3;2;2;2;1;2;2;2;3;3;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;3;3;3;2;2;5;4;5
5;34;2;5;1;4;2;2;1;2;2;2;2;2;2;4;2;5;2;2;2;2;2;2;2;3;3;2;5;5;5;5;5;5;5;2;2;1;2;5;1;5;5;5;5;5;2;4;1;5;4
14;25;2;4;1;4;2;2;1;1;1;1;1;2;2;3;2;4;1;2;2;1;2;1;2;3;3;2;5;2;2;3;3;3;2;2;2;2;1;2;2;2;3;3;2;2;3;4;2;4;5
5;27;2;1;1;4;2;1;2;1;2;2;1;2;2;4;2;4;2;2;2;1;2;1;2;1;3;2;2;2;2;2;2;2;2;1;2;1;1;2;1;2;1;1;1;1;4;1;1;1;1
5;29;2;1;1;4;2;2;2;1;1;2;1;2;2;4;2;4;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2
2;30;1;1;2;1;2;2;1;2;1;2;2;2;2;4;2;3;2;2;2;2;2;2;2;3;3;3;1;1;1;3;1;3;1;2;2;2;2;3;2;1;3;1;1;3;1;1;1;3;4
10;25;2;1;3;4;2;2;1;1;2;1;2;2;2;5;2;4;2;2;2;1;1;1;2;3;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;2;2;2;3;2;3;4;2;4;3
5;33;2;5;1;4;2;2;1;1;1;1;2;2;2;5;2;3;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;1;4;1;1;1;3
7;32;2;5;2;6;2;2;1;1;2;1;1;1;2;4;2;4;2;2;2;1;2;1;2;3;3;1;1;3;1;3;2;2;2;2;1;1;1;3;1;2;1;3;3;3;1;3;1;1;3
16;30;1;2;2;14;2;2;1;2;2;2;2;2;2;4;2;3;2;2;2;2;2;2;2;3;2;2;3;3;3;3;3;2;3;1;2;1;2;3;2;3;1;1;3;2;3;4;2;5;5
16;26;1;3;3;4;2;2;1;2;2;2;2;2;2;2;2;5;2;2;2;2;2;2;2;3;1;3;1;3;3;1;1;3;3;2;1;1;1;3;2;1;3;1;3;3;1;1;1;1;3
16;35;2;5;1;4;2;2;2;2;2;2;2;2;2;4;2;4;2;2;2;2;2;2;2;1;3;1;2;1;2;1;2;1;3;2;1;1;2;1;2;3;2;3;3;2;2;4;2;2;2
16;29;1;2;2;14;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;1;1;3;3;3;2;3;1;3;3;2;2;2;1;2;3;2;3;3;3;3;1;1;1;1;3;3
16;30;2;2;1;4;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;3;1;3;1;3;1;3;2;3;3;2;1;2;2;2;2;3;3;3;3;3;3;2;5;5;5
16;28;2;4;2;14;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;2;2;2;2;3;1;3;1;3;2;3;3;1;3;2;1;2;2;3;1;3;2;3;3;1;3;4;2;4;5
16;35;1;5;2;14;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;1;2;3;1;3;1;3;3;1;3;1;3;2;1;2;2;1;2;3;1;3;1;3;3;4;2;5;5
5;34;2;2;1;4;2;2;2;1;1;1;2;2;2;4;2;4;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;3;3;3;3;2;4;2;5;4
12;26;2;1;1;4;2;2;2;1;1;1;1;1;2;5;2;4;1;2;1;1;2;2;1;2;2;5;5;5;5;2;2;2;2;1;2;1;2;2;1;2;2;2;2;2;2;5;5;5;5
7;26;2;4;1;4;2;2;2;2;2;1;2;2;2;3;2;5;2;2;2;2;1;2;1;2;2;3;3;3;3;1;1;3;5;1;1;2;2;2;2;5;2;3;1;2;2;2;1;5;3
10;26;1;4;2;8;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;1;1;1;1;1;1;3;2;1;3
10;28;1;4;1;4;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;1;1;3;1;3;1;3;1;3;1;2;2;2;2;3;2;1;3;1;3;1;1;3;2;3;3
10;30;2;5;3;6;2;1;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;1;3;1;1;1;1;3;1;3;1;2;2;2;2;3;2;1;3;1;1;3;1;3;3;5;5
10;25;1;3;2;8;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;1;1;3;1;3;1;3;1;3;1;2;2;2;2;3;2;1;3;1;3;1;3;3;2;5;3
11;30;1;4;3;6;2;2;1;1;1;1;1;1;1;4;1;5;1;1;1;1;1;1;1;2;2;5;2;5;2;5;2;5;2;1;1;1;1;5;1;5;2;2;2;2;2;2;4;4;2
11;27;1;4;1;4;2;1;1;1;1;1;1;1;1;5;1;5;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;2;2;2;2;2;2;2;5;2;2
11;25;2;3;2;9;2;1;1;1;1;1;1;1;1;5;1;5;1;1;1;1;1;1;1;2;5;2;2;2;5;2;5;2;5;1;1;1;1;2;1;2;2;2;2;2;2;5;4;2;4
20;30;2;2;2;18;2;2;1;1;1;1;1;1;1;5;1;5;1;1;1;1;1;1;1;2;5;5;2;5;2;5;2;5;2;1;1;1;1;5;1;2;5;2;5;2;5;5;5;2;2
20;30;2;5;1;6;2;2;1;1;1;1;1;1;1;5;1;5;1;1;1;1;1;1;1;2;5;2;5;2;5;2;5;2;5;1;1;1;1;2;1;5;2;5;2;5;5;2;4;4;2
20;27;2;1;2;18;2;2;1;1;1;1;1;1;1;5;1;5;1;1;1;1;1;1;1;2;5;5;5;5;2;5;2;5;2;1;1;1;1;5;1;2;5;2;5;2;2;5;5;2;2
17;30;1;5;1;7;2;1;1;1;1;1;1;1;1;5;1;5;1;1;1;1;1;1;1;2;5;2;5;5;5;5;2;2;2;1;1;1;1;5;1;2;5;2;3;2;5;5;5;2;2
17;25;2;3;2;15;2;2;1;1;1;1;1;1;1;5;1;5;1;1;1;1;1;2;1;2;3;2;2;2;2;2;2;2;2;1;1;1;1;2;1;2;2;2;2;2;2;2;4;4;4
8;30;2;5;3;4;2;2;1;1;1;1;1;1;1;5;1;5;1;1;1;1;1;1;1;5;2;5;2;5;2;5;5;5;2;1;1;1;1;2;1;5;2;2;2;5;5;2;4;4;5
8;26;1;4;3;6;2;2;1;1;1;1;1;1;1;5;1;5;1;1;1;1;1;1;1;2;5;2;5;2;5;2;5;5;5;1;1;1;1;5;1;5;2;5;2;5;5;5;5;2;2
13;30;1;5;2;11;2;2;1;1;1;1;1;1;2;3;2;3;1;1;1;1;1;1;1;2;2;2;2;5;2;5;2;5;2;1;1;1;1;5;1;2;5;2;5;2;2;4;3;4;4
15;28;1;1;2;13;2;2;1;1;1;1;1;1;1;4;2;3;1;1;1;1;1;1;1;2;2;5;2;5;2;5;2;5;2;1;1;1;1;2;1;2;5;5;2;5;2;2;4;4;2
15;25;2;3;2;13;2;1;1;1;1;1;1;1;1;3;1;3;1;1;1;1;1;2;1;3;2;2;3;2;3;2;3;2;3;2;1;1;1;2;1;3;2;3;2;2;2;2;4;4;4
15;29;1;1;3;4;2;2;1;1;1;1;1;1;1;5;2;2;1;1;1;1;1;1;1;2;2;5;2;5;2;5;2;5;2;1;1;1;1;5;1;2;5;2;5;2;2;2;3;4;4
24;29;1;4;1;4;2;2;1;1;1;1;1;1;1;4;1;4;1;1;1;1;1;1;1;2;5;2;5;2;5;2;5;2;5;1;1;1;1;2;1;5;2;5;2;5;2;2;4;2;2
24;28;1;4;1;4;2;2;1;1;1;1;1;1;1;4;2;3;1;1;1;1;1;1;1;2;5;2;5;2;5;2;5;2;5;1;1;1;1;2;1;5;2;5;2;5;2;5;4;4;4
19;28;1;4;2;17;2;2;1;1;1;1;1;1;1;3;2;3;1;1;1;1;1;1;1;2;2;5;2;5;2;5;2;5;1;1;1;1;1;2;1;2;2;2;2;2;3;4;3;5;5
19;28;2;1;1;4;2;2;1;1;1;1;1;1;2;4;2;3;1;1;1;1;1;1;1;2;5;2;5;2;5;2;5;2;5;1;1;1;1;2;1;5;2;5;2;5;2;2;4;5;4
19;28;2;1;3;4;2;2;1;1;1;1;1;2;1;3;2;3;1;1;1;1;1;1;1;2;5;2;5;2;5;2;5;2;3;1;1;1;1;2;1;5;2;2;5;2;2;2;4;4;2
23;28;1;4;2;21;2;2;1;1;1;1;1;1;2;5;1;5;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;1;1;1;1;5;1;5;5;5;5;5;5;5;5;2;2
23;29;1;1;1;6;2;2;1;1;1;1;1;1;2;5;1;5;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;1;1;1;1;5;1;5;5;5;5;5;5;5;5;2;2
23;30;2;2;2;21;1;2;1;1;1;1;1;1;2;5;1;5;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;1;1;1;1;5;1;5;5;5;5;5;5;5;5;2;2
23;30;2;2;1;4;2;2;1;1;1;1;1;1;2;5;1;5;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;1;1;1;1;5;1;5;5;5;5;5;5;5;5;2;2
2;30;2;5;2;1;2;2;1;1;1;1;1;1;2;5;1;5;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;1;1;1;1;5;1;5;5;5;5;5;5;5;5;2;2
19;29;1;4;2;17;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;4;4;1;4;1;4;1;1;4;1;2;2;2;2;4;2;1;4;1;4;1;4;1;1;1;1
21;28;2;4;1;4;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;4;4;1;4;1;4;1;4;1;4;2;2;2;2;1;2;4;1;4;1;4;4;1;1;1;3
21;26;2;4;2;19;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;4;4;4;4;1;1;4;1;1;1;2;2;2;2;4;2;1;4;1;4;1;4;1;1;1;1
21;25;2;3;2;19;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;2;2;2;2;4;2;4;4;4;4;4;4;1;1;1;1
2;25;2;3;2;1;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;4;4;4;4;4;4;1;3;1;1;2;2;2;2;3;2;4;1;4;4;4;4;1;1;1;1
3;25;1;3;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;2;2;2;2;4;2;4;4;4;4;4;4;1;1;1;1
18;26;2;3;3;6;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;2;2;2;2;4;2;4;4;4;4;1;4;1;1;1;1
18;27;2;3;1;4;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;2;2;2;2;4;2;4;4;4;4;4;4;1;1;1;1
18;26;2;4;2;16;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;2;2;2;2;4;2;4;4;4;4;4;4;1;1;1;1
12;28;1;4;2;10;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;2;2;2;2;4;2;4;4;4;4;4;4;1;1;1;1
20;33;2;5;2;18;2;2;1;1;1;1;1;1;2;5;1;5;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;1;1;1;1;5;1;5;5;5;5;5;5;5;5;2;2
22;35;2;5;1;4;2;2;1;1;1;1;2;1;2;5;2;1;2;2;2;1;1;2;1;3;3;3;3;3;3;3;3;3;3;2;1;2;1;3;2;3;3;3;3;3;3;4;3;5;5
